id:ID,label:LABEL
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_918,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_540,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_725,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_486,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_356,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_914,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1117,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_413,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#MonitoringDevice,Resource
http://www.w3.org/2002/07/owl#Class,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_582,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_594,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_526,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_977,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1101,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_451,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1004,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_271,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_572,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_672,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_473,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_880,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_191,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1063,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_641,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_737,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1113,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_231,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1256,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1048,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1282,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1052,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_338,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1193,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_314,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1001,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1154,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_22,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1124,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_350,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1158,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_728,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_108,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_420,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_758,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1103,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1305,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_316,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_541,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_782,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_899,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_537,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_59,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_352,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_740,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_68,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_889,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_533,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_967,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_825,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_254,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_182,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_519,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_607,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_321,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_333,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#SelfReactiveSubstance,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1042,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_362,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_718,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#NoHazardSubstance,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Substance,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1269,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1043,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#ToxicSubstance,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1035,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_685,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1259,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_123,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_389,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Refrigerator,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_936,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1336,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_167,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_46,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_680,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_456,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Controler,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1287,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_846,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_764,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_346,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_353,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_575,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1297,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_358,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_161,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1121,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Procedure,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#OrganizationalProblem,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_973,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_403,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_465,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_856,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_955,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_470,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_185,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1122,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_978,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_969,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1210,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1275,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1176,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1094,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_905,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_289,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Design/UserUnfriendly,Resource
Nd905f8283e884c80aabdcacaae495743,Resource
http://www.w3.org/2002/07/owl#Restriction,Resource
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1299,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_544,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_136,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_619,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_12,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_13,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1160,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1156,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_668,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_69,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_802,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_717,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1059,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_400,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1070,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_690,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_684,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_290,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_471,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_781,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_153,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_309,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_85,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_1263,Accident
http://www.semanticweb.org/shuoyang/ontologies/Accident#Accident_558,Accident
